Year,Ministry,Department,Program,Activity,Budget,Budget Type,Value
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Geology and Mines,Geological Research,Operations,Budget,1318000
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Geology and Mines,Geological Research,Operations,Original Budget,1318000
2009,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Geology and Mines,Geological Research,Operations,Actual,2152258
2009,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Geology and Mines,Geological Research,Operations,Budget,1670000
2009,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Geology and Mines,Geological Research,Operations,Original Budget,1670000
2009,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Geology and Mines,Geological Research,Payroll,Actual,7644008
2009,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Geology and Mines,Geological Research,Payroll,Budget,7876665
2009,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Geology and Mines,Geological Research,Payroll,Original Budget,7876665
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Water Resources,Water Resources,Operations,Actual,1880648
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Water Resources,Water Resources,Operations,Budget,1881000
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Water Resources,Water Resources,Operations,Original Budget,1881000
2009,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resources,Operations,Actual,3366867
2009,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resources,Operations,Budget,2395000
2009,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resources,Operations,Original Budget,2395000
2009,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resources,Payroll,Actual,17026042
2009,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resources,Payroll,Budget,17742591
2009,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resources,Payroll,Original Budget,17742591
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Water Resources,Water Resource Management,Operations,Actual,1919638
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Water Resources,Water Resource Management,Operations,Budget,1926000
2009,"Ministry of Lands, Mines & Water Resources",Corporate Services,Water Resources,Water Resource Management,Operations,Original Budget,1926000
2009,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resource Management,Operations,Actual,21289075
2009,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resource Management,Operations,Budget,21642777
2009,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resource Management,Operations,Original Budget,21642777
2009,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resource Management,Payroll,Actual,9368526
2009,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resource Management,Payroll,Budget,8875843
2009,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resource Management,Payroll,Original Budget,8875843
2009,"Ministry of Lands, Mines & Water Resources",Department of Lands,Valuer General's Office,Land Valuation Services,Operations,Actual,-4292
2009,"Ministry of Lands, Mines & Water Resources",Department of Lands,Valuer General's Office,Land Valuation Services,Payroll,Actual,-60555
2009,"Ministry of Lands, Mines & Water Resources",Valuer General,Valuer General's Office,Land Valuation Services,Operations,Actual,2506418
2009,"Ministry of Lands, Mines & Water Resources",Valuer General,Valuer General's Office,Land Valuation Services,Operations,Budget,1500000
2009,"Ministry of Lands, Mines & Water Resources",Valuer General,Valuer General's Office,Land Valuation Services,Operations,Original Budget,1500000
2009,"Ministry of Lands, Mines & Water Resources",Valuer General,Valuer General's Office,Land Valuation Services,Payroll,Actual,5000162
2009,"Ministry of Lands, Mines & Water Resources",Valuer General,Valuer General's Office,Land Valuation Services,Payroll,Budget,5930164
2009,"Ministry of Lands, Mines & Water Resources",Valuer General,Valuer General's Office,Land Valuation Services,Payroll,Original Budget,5930164
2009,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,MinisterialCabinet Support,Portfolio Coordination,Operations,Actual,263231
2009,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,MinisterialCabinet Support,Portfolio Coordination,Payroll,Actual,34528749
2009,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,MinisterialCabinet Support,Portfolio Coordination,Payroll,Budget,40054431
2009,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,MinisterialCabinet Support,Portfolio Coordination,Payroll,Original Budget,40054431
2009,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Executive Management and Corporate Services,Director General and Corporate Services,Operations,Actual,64410533
2009,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Executive Management and Corporate Services,Director General and Corporate Services,Operations,Budget,64421063
2009,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Executive Management and Corporate Services,Director General and Corporate Services,Operations,Original Budget,64421063
2009,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Executive Management and Corporate Services,Director General and Corporate Services,Payroll,Actual,16629049
2009,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Executive Management and Corporate Services,Director General and Corporate Services,Payroll,Budget,17429472
2009,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Executive Management and Corporate Services,Director General and Corporate Services,Payroll,Original Budget,17429472
2009,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Civil Aviation Authority,Civil Aviation Management and Administration Support,Operations,Actual,56729585
2009,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Civil Aviation Authority,Civil Aviation Management and Administration Support,Operations,Budget,47842523
2009,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Civil Aviation Authority,Civil Aviation Management and Administration Support,Operations,Original Budget,47842523
2009,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Civil Aviation Authority,Civil Aviation Management and Administration Support,Payroll,Actual,26044039
2009,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Civil Aviation Authority,Civil Aviation Management and Administration Support,Payroll,Budget,29705764
2009,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Civil Aviation Authority,Civil Aviation Management and Administration Support,Payroll,Original Budget,29705764
2009,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Shipping Services,Ports Administration,Operations,Actual,56035443
2009,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Shipping Services,Ports Administration,Operations,Budget,52048452
2009,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Shipping Services,Ports Administration,Operations,Original Budget,52048452
2009,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Shipping Services,Ports Administration,Payroll,Actual,53824824
2009,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Shipping Services,Ports Administration,Payroll,Budget,59191548
2009,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Shipping Services,Ports Administration,Payroll,Original Budget,59191548
2009,Ministry of Infrastructure and Public Utilities,Department of Public Works,Public Works,Development and Maintenance of Government Infrastructure,Operations,Actual,159040115
2009,Ministry of Infrastructure and Public Utilities,Department of Public Works,Public Works,Development and Maintenance of Government Infrastructure,Operations,Budget,143288905
2009,Ministry of Infrastructure and Public Utilities,Department of Public Works,Public Works,Development and Maintenance of Government Infrastructure,Operations,Original Budget,143288905
2009,Ministry of Infrastructure and Public Utilities,Department of Public Works,Public Works,Development and Maintenance of Government Infrastructure,Payroll,Actual,190908080
2009,Ministry of Infrastructure and Public Utilities,Department of Public Works,Public Works,Development and Maintenance of Government Infrastructure,Payroll,Budget,204105240
2009,Ministry of Infrastructure and Public Utilities,Department of Public Works,Public Works,Development and Maintenance of Government Infrastructure,Payroll,Original Budget,204105240
2009,Ministry of Infrastructure and Public Utilities,Department of Public Works,Public Works,Airport Maintenance,Operations,Budget,70000000
2009,Ministry of Infrastructure and Public Utilities,Department of Public Works,Public Works,Airport Maintenance,Operations,Original Budget,70000000
2009,Ministry of Infrastructure and Public Utilities,Department of Public Works,Public Works,Government Contributions to Projects,Operations,Actual,591376058
2009,Ministry of Infrastructure and Public Utilities,Department of Public Works,Public Works,Government Contributions to Projects,Operations,Budget,518641136
2009,Ministry of Infrastructure and Public Utilities,Department of Public Works,Public Works,Government Contributions to Projects,Operations,Original Budget,518641136
2009,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Cabinet Support,Portfolio Coordination,Operations,Actual,2177524
2009,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Cabinet Support,Portfolio Coordination,Operations,Budget,2957870
2009,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Cabinet Support,Portfolio Coordination,Operations,Original Budget,2957870
2009,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Cabinet Support,Portfolio Coordination,Payroll,Actual,37769316
2009,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Cabinet Support,Portfolio Coordination,Payroll,Budget,34867739
2009,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Cabinet Support,Portfolio Coordination,Payroll,Original Budget,34867739
2009,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Dept of Foreign Affairs,Operations of the Department of Foreign Affairs,Operations,Actual,145470872
2009,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Dept of Foreign Affairs,Operations of the Department of Foreign Affairs,Operations,Budget,116236635
2009,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Dept of Foreign Affairs,Operations of the Department of Foreign Affairs,Operations,Budget Supplementary,30000000
